Incident_ID,ResponseDate,CaseNumber,HundredBlock,Problem
"04/10/2019 13:49:48","2","PDACCB-Property Damage Acc","BPD190410-026204","20190410-0003829"
"04/10/2019 13:51:54","2","PDACCB-Property Damage Acc","BPD190410-026205","20190410-0003828"
"04/10/2019 13:03:15","2","CIVILB - Civil Assist","BPD190410-026190",""
"04/10/2019 13:07:32","2","PDACCB-Property Damage Acc","BPD190410-026195",""
"04/10/2019 10:23:57","2","DISTU2B - Disturbance J/O","BPD190410-026091","20190410-0003814"
"04/10/2019 10:52:56","2","PDACCB-Property Damage Acc","BPD190410-026144","20190410-0003816"
"04/10/2019 11:34:47","2","CIVILB - Civil Assist","BPD190410-026157",""
"04/10/2019 11:52:58","2","CIVILB - Civil Assist","BPD190410-026165",""
"04/10/2019 12:02:04","2","PDACCB-Property Damage Acc","BPD190410-026171",""
"04/10/2019 08:53:46","2","HARAS2B-Harassment J/O","BPD190410-026110",""
"04/10/2019 08:55:31","2","PDACCB-Property Damage Acc","BPD190410-026112","20190410-0003812"
"04/10/2019 08:14:31","2","PDACCB-Property Damage Acc","BPD190410-026100","20190410-0003810"
"04/09/2019 18:48:00","2","HAZARB-Hazard","BPD190409-026004",""
"04/10/2019 02:20:04","2","NOISEB-Noise Complaint","BPD190410-026073",""
"04/10/2019 05:48:12","2","HAZARB-Hazard","BPD190410-026081",""
"04/10/2019 06:13:18","2","NOISEB-Noise Complaint","BPD190410-026083",""
"04/10/2019 00:25:52","2","DISTU2B - Disturbance J/O","BPD190409-025983","20190409-0003797"
"04/10/2019 00:52:19","2","NOISEB-Noise Complaint","BPD190410-026063",""
"04/09/2019 23:10:12","2","SUSPI2B-Suspicious J/O","BPD190409-026054",""
"04/10/2019 00:11:08","2","NOISEB-Noise Complaint","BPD190410-026059",""
"04/09/2019 22:56:45","2","NOISEB-Noise Complaint","BPD190409-026050",""
"04/09/2019 22:58:38","2","NOISEB-Noise Complaint","BPD190409-026051",""
"04/09/2019 23:04:34","2","NOISEB-Noise Complaint","BPD190409-026052",""
"04/09/2019 22:40:19","2","NOISEB-Noise Complaint","BPD190409-026045",""
"04/09/2019 22:44:30","2","PDACCB-Property Damage Acc","BPD190409-026046",""
"04/09/2019 22:19:03","2","NOISEB-Noise Complaint","BPD190409-026040",""
"04/09/2019 20:31:36","2","HAZARB-Hazard","BPD190409-026027",""
"04/09/2019 20:15:49","2","CIVILB - Civil Assist","BPD190409-026023","20190409-0003803"
"04/09/2019 15:23:30","2","CRTRE2B - Criminal Tresp J/O","BPD190409-025936","20190409-0003792"
"04/09/2019 15:38:45","2","CIVILB - Civil Assist","BPD190409-025930",""
"04/09/2019 16:12:49","2","HARAS2B-Harassment J/O","BPD190409-025955",""
"04/09/2019 13:00:06","2","HAZARB-Hazard","BPD190409-025895",""
"04/09/2019 13:37:12","2","CIVILB - Civil Assist","BPD190409-025908",""
"04/09/2019 14:36:58","2","NOISEB-Noise Complaint","BPD190409-025921",""
"04/09/2019 14:39:57","2","TRESP1B-Trespassing I/P","BPD190409-025922",""
"04/09/2019 12:10:28","2","DRUNKB-Drunk Person","BPD190409-025883",""
"04/09/2019 10:09:39","2","TRESP2B-Trespassing J/O","BPDBC190409-025849",""
"04/09/2019 10:17:04","2","CIVILB - Civil Assist","BPD190409-025851",""
"04/09/2019 09:42:23","2","SUSPI2B-Suspicious J/O","BPD190409-025838",""
"04/07/2019 22:56:34","2","NOISEB-Noise Complaint","BPD190407-025487",""
"04/07/2019 23:01:57","2","NOISEB-Noise Complaint","BPD190407-025488",""
"04/07/2019 23:16:25","2","NOISEB-Noise Complaint","BPD190407-025490",""
"04/09/2019 01:34:58","2","NOISEB-Noise Complaint","BPD190409-025786",""
"04/09/2019 01:36:17","2","ASSAU2B - Assault J/O","BPD190409-025789","20190409-0003765"
"04/09/2019 01:57:29","2","DISTU2B - Disturbance J/O","BPD190409-025790",""
"04/09/2019 07:30:07","2","HAZARB-Hazard","BPD190409-025807",""
"04/09/2019 07:40:23","2","PDACCB-Property Damage Acc","BPD190409-025809","20190409-0003766"
"04/09/2019 07:49:27","2","CIVILB - Civil Assist","BPD190409-025811","20190409-0003768"
"04/06/2019 17:32:03","2","TRESP2B-Trespassing J/O","BPD190406-025132",""
"04/07/2019 16:03:44","2","SHOTS2B-Shots Heard J/O","BPD190407-025416",""
"04/07/2019 21:04:09","2","CIVILB - Civil Assist","BPD190407-025471",""
"04/07/2019 21:24:10","2","DISTU2B - Disturbance J/O","BPD190407-025476",""
"04/07/2019 22:14:22","2","NOISEB-Noise Complaint","BPD190407-025478",""
"04/07/2019 22:14:31","2","NOISEB-Noise Complaint","BPD190407-025479",""
"04/07/2019 22:19:35","2","TRESP1B-Trespassing I/P","BPD190407-025483",""
"04/07/2019 18:30:32","2","HAZARB-Hazard","BPD190407-025448",""
"04/07/2019 18:30:35","2","NOISEB-Noise Complaint","BPD190407-025449",""
"04/07/2019 15:13:22","2","SUSPI1B-Suspicious I/P","BPD190407-025398",""
"04/07/2019 12:52:38","2","NOISEB-Noise Complaint","BPD190407-025352",""
"04/07/2019 12:53:04","2","TRESP1B-Trespassing I/P","BPD190407-025353",""
"04/07/2019 13:11:37","2","TRESP2B-Trespassing J/O","BPD190407-025357",""
"04/07/2019 11:00:03","2","CIVILB - Civil Assist","BPD190407-025321",""
"04/07/2019 10:25:20","2","SUSPI2B-Suspicious J/O","BPD190407-025313",""
"04/07/2019 09:16:15","2","PDACCB-Property Damage Acc","BPD190407-025287","20190407-0003671"
"04/07/2019 00:18:30","2","NOISEB-Noise Complaint","BPD190406-025204",""
"04/07/2019 08:48:16","2","LILAWB-Liquor Law","BPD190407-025279",""
"04/07/2019 01:12:16","2","PDACCB-Property Damage Acc","BPD190407-025219","20190407-0003663"
"04/07/2019 01:17:22","2","NOISEB-Noise Complaint","BPD190407-025220","20190407-0003662"
"04/07/2019 01:30:04","2","NOISEB-Noise Complaint","BPD190407-025222",""
"04/07/2019 01:48:51","2","NOISEB-Noise Complaint","BPD190407-025226",""
"04/07/2019 01:54:22","2","DISTU2B - Disturbance J/O","BPD190407-025227",""
"04/07/2019 02:26:41","2","TRESP2B-Trespassing J/O","BPD190407-025235",""
"04/07/2019 02:48:55","2","HAZARB-Hazard","BPD190407-025239",""
"04/07/2019 03:10:25","2","NOISEB-Noise Complaint","BPD190407-025243",""
"04/07/2019 04:39:22","2","NOISEB-Noise Complaint","BPD190407-025248",""
"04/07/2019 04:50:05","2","NOISEB-Noise Complaint","BPD190407-025250",""
"04/07/2019 05:06:09","2","DRUNKB-Drunk Person","BPD190407-025252","20190407-0003667"
"04/06/2019 23:18:57","2","DRUNKB-Drunk Person","BPD190406-025201","20190406-0003661"
"04/06/2019 23:34:14","2","NOISEB-Noise Complaint","BPD190406-025206",""
"04/07/2019 00:00:46","2","NOISEB-Noise Complaint","BPD190407-025209",""
"04/07/2019 00:07:55","2","NOISEB-Noise Complaint","BPD190407-025210",""
"04/06/2019 23:04:09","2","NOISEB-Noise Complaint","BPD190406-025199",""
"04/06/2019 19:27:27","2","CIVILB - Civil Assist","BPD190406-025158",""
"04/06/2019 19:43:26","2","DRUNKB-Drunk Person","BPD190406-025163",""
"04/06/2019 19:54:57","2","NOISEB-Noise Complaint","BPD190406-025166",""
"04/06/2019 20:25:35","2","NOISEB-Noise Complaint","BPD190406-025175",""
"04/06/2019 21:00:18","2","SUSPI2B-Suspicious J/O","BPD190406-025179",""
"04/06/2019 22:00:39","2","DRUNKB-Drunk Person","BPD190406-025188",""
"04/06/2019 22:14:58","2","NOISEB-Noise Complaint","BPD190406-025190",""
"04/06/2019 18:02:28","2","NOISEB-Noise Complaint","BPD190406-025142",""
"04/06/2019 19:13:18","2","DRUNKB-Drunk Person","BPD190406-025154","20190406-0003655"
"04/06/2019 13:58:42","2","NOISEB-Noise Complaint","BPD190406-025082",""
"04/06/2019 14:38:42","2","PDACCB-Property Damage Acc","BPD190406-025091","20190406-0003645"
"04/06/2019 15:09:34","2","NOISEB-Noise Complaint","BPD190406-025102",""
"04/06/2019 15:23:32","2","PDACCB-Property Damage Acc","BPD190406-025105","20190406-0003648"
"04/06/2019 15:55:18","2","NOISEB-Noise Complaint","BPD190406-025111",""
"04/06/2019 13:01:31","2","NOISEB-Noise Complaint","BPD190406-025063",""
"04/06/2019 13:10:46","2","CIVILB - Civil Assist","BPD190406-025064",""
"04/06/2019 10:58:10","2","PDACCB-Property Damage Acc","BPD190406-025033","20190406-0003639"
"04/05/2019 23:03:52","2","NOISEB-Noise Complaint","BPD190405-024929",""
"04/06/2019 13:47:35","2","PDACCB-Property Damage Acc","BPD190406-025076",""
"04/06/2019 11:47:34","2","NOISEB-Noise Complaint","BPD190406-025049",""
"04/06/2019 10:34:44","2","NOISEB-Noise Complaint","BPD190406-025026",""
"04/06/2019 09:08:39","2","CIVILB - Civil Assist","BPD190406-025001",""
"04/06/2019 07:29:44","2","PDACCB-Property Damage Acc","BPD190406-024984","20190406-0003631"
"04/06/2019 00:45:48","2","NOISEB-Noise Complaint","BPD190406-024952",""
"04/06/2019 01:03:27","2","NOISEB-Noise Complaint","BPD190406-024955",""
"04/06/2019 01:06:11","2","NOISEB-Noise Complaint","BPD190406-024956",""
"04/06/2019 01:06:14","2","NOISEB-Noise Complaint","BPD190406-024957",""
"04/05/2019 23:12:53","2","NOISEB-Noise Complaint","BPD190405-024931",""
"04/05/2019 23:22:51","2","NOISEB-Noise Complaint","BPD190405-024933",""
"04/05/2019 23:26:17","2","NOISEB-Noise Complaint","BPD190405-024937",""
"04/05/2019 23:34:44","2","NOISEB-Noise Complaint","BPD190405-024939",""
"04/05/2019 23:50:34","2","NOISEB-Noise Complaint","BPD190405-024941",""
"04/05/2019 23:52:09","2","NOISEB-Noise Complaint","BPD190405-024945",""
"04/05/2019 22:40:04","2","TRESP2B-Trespassing J/O","BPD190405-024923",""
"04/05/2019 22:44:39","2","NOISEB-Noise Complaint","BPD190405-024925",""
"04/05/2019 22:46:01","2","DRUNKB-Drunk Person","BPD190405-024926",""
"04/05/2019 22:02:22","2","INEXP2B-Indecent Exposure J/O","BPD190405-024915",""
"04/05/2019 19:45:28","2","SUSPI2B-Suspicious J/O","BPD190405-024884","20190405-0003612"
"04/05/2019 10:27:57","2","DISTU2B - Disturbance J/O","BPD190405-024695",""
"04/05/2019 20:26:31","2","PDACCB-Property Damage Acc","BPD190405-024902","20190405-0003615"
"04/05/2019 18:57:57","2","DISTU2B - Disturbance J/O","BPD190405-024873",""
"04/05/2019 19:14:51","2","NOISEB-Noise Complaint","BPD190405-024875",""
"04/05/2019 19:29:07","2","HARAS2B-Harassment J/O","BPD190405-024880",""
"04/05/2019 20:08:35","2","SUSPI2B-Suspicious J/O","BPD190405-024892",""
"04/05/2019 20:14:03","2","PDACCB-Property Damage Acc","BPD190405-024895",""
"04/05/2019 20:14:09","2","HARAS2B-Harassment J/O","BPD190405-024896",""
"04/05/2019 17:01:16","2","ASSISB-Assist","BPD190405-024844","20190405-0003616"
"04/05/2019 18:42:55","2","NOISEB-Noise Complaint","BPD190405-024868",""
"04/05/2019 18:44:37","2","HARAS2B-Harassment J/O","BPD190405-024869",""
"04/05/2019 17:12:09","2","NOISEB-Noise Complaint","BPD190405-024827",""
"04/05/2019 17:12:42","2","DRUNKB-Drunk Person","BPD190405-024847",""
"04/05/2019 17:18:51","2","PDACCB-Property Damage Acc","BPD190405-024851","20190405-0003610"
"04/05/2019 17:22:18","2","NOISEB-Noise Complaint","BPD190405-024852",""
"04/05/2019 17:22:55","2","TRESP2B-Trespassing J/O","BPD190405-024853",""
"04/05/2019 17:31:56","2","CIVILB - Civil Assist","BPD190405-024854",""
"04/05/2019 13:55:36","2","PDACCB-Property Damage Acc","BPD190405-024776",""
"04/05/2019 14:05:35","2","PDACCB-Property Damage Acc","BPD190405-024781",""
"04/05/2019 15:32:23","2","HAZARB-Hazard","BPD190405-024816",""
"04/05/2019 15:51:13","2","PDACCB-Property Damage Acc","BPD190405-024823",""
"04/05/2019 16:41:22","2","NOISEB-Noise Complaint","BPD190405-024836",""
"04/05/2019 16:43:29","2","TRESP1B-Trespassing I/P","BPD190405-024838",""
"04/05/2019 12:08:04","2","PDACCB-Property Damage Acc","BPD190405-024736",""
"04/05/2019 12:20:16","2","SUSPI2B-Suspicious J/O","BPD190405-024740",""
"04/05/2019 11:38:24","2","PDACCB-Property Damage Acc","BPD190405-024721",""
"04/05/2019 11:48:39","2","PDACCB-Property Damage Acc","BPD190405-024726","20190405-0003597"
"04/05/2019 10:50:32","2","HARAS2B-Harassment J/O","BPD190405-024703",""
"04/05/2019 11:11:30","2","SUSPI2B-Suspicious J/O","BPD190405-024710",""
"04/05/2019 09:40:51","2","OAAB-Other Agency Assis","BPD190405-024679",""
"04/05/2019 07:21:48","2","TRESP1B-Trespassing I/P","BPD190405-024641",""
"04/05/2019 05:26:11","2","TRESP1B-Trespassing I/P","BPD190405-024629",""
"04/04/2019 21:21:27","2","ASSISB-Assist","BPD190404-024573",""
"04/04/2019 22:24:32","2","NOISEB-Noise Complaint","BPD190404-024588",""
"04/05/2019 01:27:40","2","NOISEB-Noise Complaint","BPD190405-024615",""
"04/05/2019 01:39:43","2","NOISEB-Noise Complaint","BPD190405-024616",""
"04/04/2019 23:07:32","2","NOISEB-Noise Complaint","BPD190404-024593",""
"04/04/2019 23:15:12","2","NOISEB-Noise Complaint","BPD190404-024594",""
"04/04/2019 23:16:19","2","NOISEB-Noise Complaint","BPD190404-024595",""
"04/04/2019 23:17:50","2","NOISEB-Noise Complaint","BPD190404-024596",""
"04/04/2019 23:21:03","2","NOISEB-Noise Complaint","BPD190404-024577",""
"04/04/2019 23:25:52","2","NOISEB-Noise Complaint","BPD190404-024598",""
"04/04/2019 23:31:50","2","NOISEB-Noise Complaint","BPD190404-024602",""
"04/04/2019 23:39:16","2","NOISEB-Noise Complaint","BPD190404-024603",""
"04/04/2019 23:42:05","2","NOISEB-Noise Complaint","BPD190404-024591",""
"04/04/2019 23:45:01","2","NOISEB-Noise Complaint","BPD190404-024605",""
"04/05/2019 00:30:47","2","SUSPI2B-Suspicious J/O","BPD190405-024608",""
"04/05/2019 00:39:48","2","CIVILB - Civil Assist","BPD190405-024610",""
"04/04/2019 22:08:53","2","NOISEB-Noise Complaint","BPD190404-024585",""
"04/04/2019 21:57:56","2","DRUNKB-Drunk Person","BPD190404-024581","20190404-0003577"
"04/04/2019 22:03:25","2","HARAS2B-Harassment J/O","BPD190404-024582",""
"04/04/2019 19:28:58","2","CRTRE2B - Criminal Tresp J/O","BPD190404-024555",""
"04/04/2019 19:52:10","2","SUSPI2B-Suspicious J/O","BPD190404-024557",""
"04/04/2019 17:53:14","2","DISTU2B - Disturbance J/O","BPD190404-024536","20190404-0003566"
"04/04/2019 17:11:49","2","INEXP2B-Indecent Exposure J/O","BPD190404-024528",""
"04/04/2019 17:31:16","2","HAZARB-Hazard","BPD190404-024531",""
"04/04/2019 16:40:57","2","HARAS2B-Harassment J/O","BPD190404-024512",""
"04/04/2019 16:14:00","2","CIVILB - Civil Assist","BPD190404-024502",""
"04/04/2019 16:18:14","2","LILAWB-Liquor Law","BPD190404-024505","20190404-0003563"
"04/04/2019 16:55:27","2","PDACCB-Property Damage Acc","BPD190404-024521",""
"04/04/2019 15:45:49","2","TRESP2B-Trespassing J/O","BPD190404-024492",""
"04/04/2019 15:47:54","2","HARAS2B-Harassment J/O","BPD190404-024493",""
"04/04/2019 15:16:51","2","NOISEB-Noise Complaint","BPD190404-024474",""
"04/04/2019 11:35:08","2","PDACCB-Property Damage Acc","BPD190404-024405",""
"04/04/2019 11:36:06","2","HAZARB-Hazard","BPD190404-024406",""
"04/04/2019 11:43:07","2","PDACCB-Property Damage Acc","BPD190404-024410","20190404-0003551"
"04/04/2019 12:39:03","2","LILAWB-Liquor Law","BPD190404-024423","20190404-0003554"
"04/04/2019 12:40:46","2","PDACCB-Property Damage Acc","BPD190404-024426",""
"04/04/2019 12:46:27","2","PDACCB-Property Damage Acc","BPD190404-024428",""
"04/04/2019 09:01:52","2","DISTU2B - Disturbance J/O","BPD190404-024349",""
"04/04/2019 11:21:57","2","CIVILB - Civil Assist","BPD190404-024399","20190404-0003556"
"04/04/2019 13:29:20","2","PDACCB-Property Damage Acc","BPD190404-024441","20190404-0003558"
"04/04/2019 14:10:40","2","PDACCB-Property Damage Acc","BPD190404-024456",""
"04/04/2019 14:31:07","2","LILAWB-Liquor Law","BPD190404-024462","20190404-0003560"
"04/04/2019 15:03:11","2","DRUNKB-Drunk Person","BPD190404-024472",""
"04/04/2019 09:37:38","2","HARAS2B-Harassment J/O","BPD190404-024359",""
"04/04/2019 10:37:47","2","PDACCB-Property Damage Acc","BPD190404-024384",""
"04/04/2019 08:56:52","2","PDACCB-Property Damage Acc","BPD190404-024344",""
"04/04/2019 07:23:02","2","PDACCB-Property Damage Acc","BPD190404-024327","20190404-0003537"
"04/04/2019 08:48:55","2","PDACCB-Property Damage Acc","BPD190404-024341","20190404-0003541"
"04/04/2019 01:33:26","2","NOISEB-Noise Complaint","BPD190404-024303",""
"04/04/2019 01:48:22","2","NOISEB-Noise Complaint","BPD190404-024309",""
"04/04/2019 06:24:27","2","TRESP1B-Trespassing I/P","BPD190404-024324","20190404-0003534"
"04/04/2019 01:08:52","2","NOISEB-Noise Complaint","BPD190404-024305",""
"04/02/2019 23:31:23","2","HARAS2B-Harassment J/O","BPD190402-023965",""
"04/02/2019 21:49:02","2","NOISEB-Noise Complaint","BPD190402-023955",""
"04/02/2019 21:36:09","2","DISTU2B - Disturbance J/O","BPD190402-023953",""
"04/02/2019 22:46:22","2","TRESP2B-Trespassing J/O","BPD190402-023961",""
"04/02/2019 20:17:10","2","TRESP2B-Trespassing J/O","BPD190402-023949",""
"04/02/2019 18:35:36","2","DRUNKB-Drunk Person","BPD190402-023932",""
"04/02/2019 18:52:13","2","CRMIS2B -Criminal Mis J/O","BPD190402-023935",""
"04/02/2019 17:13:15","2","SUSPI2B-Suspicious J/O","BPD190402-023894",""
"04/02/2019 15:40:09","2","HAZARB-Hazard","BPD190402-023881",""
"04/02/2019 16:49:04","2","HAZARB-Hazard","BPD190402-023899",""
"04/02/2019 16:52:50","2","HAZARB-Hazard","BPD190402-023901",""
"04/02/2019 14:46:06","2","ASSISB-Assist","BPD190402-023866","20190402-0003470"
"04/02/2019 14:51:32","2","SUSPI1B-Suspicious I/P","BPD190402-023867",""
"04/02/2019 11:55:39","2","CIVILB - Civil Assist","BPD190402-023805",""
"04/02/2019 14:23:43","2","PDACCB-Property Damage Acc","UCBP190402-023859","20190402-0003467"
"04/02/2019 15:09:02","2","PDACCB-Property Damage Acc","BPD190402-023872","20190402-0003473"
"04/02/2019 13:44:49","2","DISTU2B - Disturbance J/O","BPD190402-023845",""
"04/02/2019 13:58:57","2","NOISEB-Noise Complaint","BPD190402-023852",""
"04/02/2019 14:04:45","2","PDACCB-Property Damage Acc","BPD190402-023855",""
"04/02/2019 07:38:02","2","PDACCB-Property Damage Acc","BPD190402-023735","20190402-0003451"
"04/02/2019 08:41:59","2","PDACCB-Property Damage Acc","BPD190402-023748","20190402-0003454"
"04/02/2019 09:43:25","2","PDACCB-Property Damage Acc","BPD190402-023765","20190402-0003457"
"04/02/2019 10:06:08","2","PDACCB-Property Damage Acc","BPD190402-023772","20190402-0003461"
"04/02/2019 10:41:55","2","PDACCB-Property Damage Acc","BPD190402-023778","20190402-0003460"
"03/31/2019 16:24:30","2","SUSPI2B-Suspicious J/O","BPD190331-023330",""
"04/02/2019 00:53:51","2","NOISEB-Noise Complaint","BPD190402-023712",""
"04/01/2019 22:59:04","2","NOISEB-Noise Complaint","BPD190401-023695",""
"04/01/2019 17:22:18","2","PDACCB-Property Damage Acc","BPD190401-023633","20190401-0003439"
"04/01/2019 17:24:23","2","SUSPI2B-Suspicious J/O","BPD190401-023634",""
"04/01/2019 17:37:53","2","HAZARB-Hazard","BPD190401-023637",""
"04/01/2019 19:46:08","2","SUSPI2B-Suspicious J/O","BPD190401-023667",""
"04/01/2019 19:46:28","2","SUSPI2B-Suspicious J/O","BPD190401-023668",""
"04/01/2019 18:24:16","2","SUSPI2B-Suspicious J/O","BPD190401-023650",""
"04/01/2019 18:24:33","2","DRUNKB-Drunk Person","BPD190401-023651",""
"04/01/2019 19:04:31","2","CIVILB - Civil Assist","BPD190401-023656","20190401-0003442"
"04/01/2019 19:06:50","2","SUSPI2B-Suspicious J/O","BPD190401-023658",""
"04/01/2019 16:28:59","2","PDACCB-Property Damage Acc","BPD190401-023614","20190401-0003435"
"04/01/2019 16:35:44","2","HAZARB-Hazard","BPD190401-023617",""
"04/01/2019 15:17:57","2","HAZARB-Hazard","BPD190401-023592",""
"04/01/2019 16:05:49","2","LILAWB-Liquor Law","BPD190401-023607","20190401-0003432"
"04/01/2019 14:18:37","2","DRUNKB-Drunk Person","BPD190401-023574","20190401-0003428"
"04/01/2019 14:56:13","2","PDACCB-Property Damage Acc","BPD190401-023584","20190401-0003429"
"04/01/2019 14:09:43","2","HAZARB-Hazard","BPD190401-023572",""
"04/01/2019 13:33:32","2","PDACCB-Property Damage Acc","BPD190401-023552",""
"04/01/2019 12:08:11","2","ASSISB-Assist","BPD190401-023519",""
"04/01/2019 12:45:39","2","SUSPI2B-Suspicious J/O","BPD190401-023531",""
"04/01/2019 13:09:51","2","HARAS2B-Harassment J/O","BPD190401-023538",""
"04/01/2019 13:10:30","2","CIVILB - Civil Assist","BPD190401-023539",""
"04/01/2019 11:37:26","2","ASSAU2B - Assault J/O","BPD190401-023507","20190401-0003422"
"04/01/2019 10:00:24","2","SUSPI2B-Suspicious J/O","BPD190401-023471",""
"04/01/2019 10:12:50","2","PDACCB-Property Damage Acc","BPD190401-023483",""
"04/01/2019 00:13:22","2","NOISEB-Noise Complaint","BPD190401-023399",""
"04/01/2019 00:31:54","2","SUSPI2B-Suspicious J/O","BPD190401-023401",""
"04/01/2019 09:58:16","2","CIVILB - Civil Assist","BPD190401-023466",""
"03/31/2019 23:07:55","2","CRMIS1B - Criminal Mis I/P","BPD190331-023392",""
"03/31/2019 23:29:09","2","NOISEB-Noise Complaint","BPD190331-023395",""
"04/01/2019 02:04:26","2","DISTU2B - Disturbance J/O","BPD190401-023405",""
"04/01/2019 05:46:08","2","ASSAU2B - Assault J/O","BPD190401-023409",""
"03/31/2019 22:07:31","2","NOISEB-Noise Complaint","BPD190331-023381",""
"03/31/2019 22:07:55","2","SUSPI2B-Suspicious J/O","BPD190331-023382",""
"03/31/2019 19:42:37","2","HARAS2B-Harassment J/O","BPD190331-023335","20190331-0003391"
"03/31/2019 20:18:38","2","DRUNKB-Drunk Person","BPD190331-023365",""
"03/31/2019 20:27:39","2","SUSPI2B-Suspicious J/O","BPD190331-023366",""
"03/31/2019 21:00:35","2","HARAS2B-Harassment J/O","BPD190331-023360",""
"03/31/2019 21:39:27","2","NOISEB-Noise Complaint","BPD190331-023374",""
"03/31/2019 21:44:24","2","TRESP2B-Trespassing J/O","BPD190331-023376","20190331-0003399"
"03/31/2019 18:00:56","2","TRESP1B-Trespassing I/P","BPD190331-023350",""
"03/31/2019 18:30:56","2","DRUNKB-Drunk Person","BPD190331-023353","20190331-0003395"
"03/31/2019 18:32:03","2","PDACCB-Property Damage Acc","BPD190331-023354","20190331-0003394"
"03/31/2019 19:09:33","2","DISTU2B - Disturbance J/O","BPD190331-023357","20190331-0003396"
"03/31/2019 13:10:55","2","PDACCB-Property Damage Acc","BPD190331-023278","20190331-0003384"
"03/31/2019 13:11:58","2","SUSPI1B-Suspicious I/P","BPD190331-023279",""
"03/31/2019 15:06:26","2","SUSPI1B-Suspicious I/P","BPD190331-023309",""
"03/31/2019 15:07:41","2","SUSPI1B-Suspicious I/P","BPD190331-023310",""
"03/31/2019 15:17:15","2","PDACCB-Property Damage Acc","BPD190331-023315",""
"03/31/2019 12:56:14","2","HARAS2B-Harassment J/O","BPD190331-023271",""
"03/31/2019 07:39:04","2","CIVILB - Civil Assist","BPD190331-023201",""
"03/30/2019 22:59:11","2","NOISEB-Noise Complaint","BPD190330-023150",""
"03/30/2019 23:18:20","2","NOISEB-Noise Complaint","BPD190330-023154",""
"03/30/2019 23:26:35","2","SHOTS2B-Shots Heard J/O","BPD190330-023155",""
"03/31/2019 00:06:31","2","DRUNKB-Drunk Person","BPD190331-023161","20190331-0003367"
"03/31/2019 00:16:34","2","NOISEB-Noise Complaint","BPD190331-023164",""
"03/31/2019 01:18:44","2","NOISEB-Noise Complaint","BPD190331-023168",""
"03/31/2019 01:35:36","2","SUSPI2B-Suspicious J/O","BPD190331-023169","20190331-0003368"
"03/31/2019 03:13:48","2","NOISEB-Noise Complaint","BPD190331-023181",""
"03/30/2019 19:40:24","2","NOISEB-Noise Complaint","BPD190330-023123",""
"03/30/2019 19:44:50","2","HARAS2B-Harassment J/O","BPD190330-023125",""
"03/30/2019 16:51:21","2","SUSPI2B-Suspicious J/O","BPD190330-023097",""
"03/30/2019 18:20:33","2","DRUNKB-Drunk Person","BPD190330-023110","20190330-0003362"
"03/28/2019 15:26:21","2","PDACCB-Property Damage Acc","BPD190328-022648","20190328-0003281"
"03/30/2019 16:09:17","2","TRESP1B-Trespassing I/P","BPD190330-023087",""
"03/30/2019 15:57:20","2","HAZARB-Hazard","BPDBC190330-023082",""
"03/30/2019 14:06:52","2","CRMIS2B -Criminal Mis J/O","BPD190330-023043",""
"03/30/2019 12:56:27","2","DRUNKB-Drunk Person","BPD190330-023030","20190330-0003351"
"03/30/2019 10:34:39","2","SUSPI1B-Suspicious I/P","BPD190330-023007",""
"03/30/2019 07:54:54","2","HAZARB-Hazard","BPD190330-022965",""
"03/30/2019 04:12:18","2","NOISEB-Noise Complaint","BPD190330-022948",""
"03/28/2019 23:59:17","2","TRESP2B-Trespassing J/O","BPD190328-022740",""
"03/30/2019 01:31:53","2","NOISEB-Noise Complaint","BPD190330-022942",""
"03/30/2019 03:09:37","2","TRESP2B-Trespassing J/O","BPD190330-022946",""
"03/28/2019 21:25:04","2","INEXP2B-Indecent Exposure J/O","BPD190328-022724","20190328-0003295"
"03/28/2019 20:05:38","2","PDACCB-Property Damage Acc","BPD190328-022709","20190328-0003293"
"03/28/2019 20:15:44","2","CIVILB - Civil Assist","BPD190328-022713",""
"03/28/2019 20:15:53","2","DISTU2B - Disturbance J/O","BPD190328-022714",""
"03/28/2019 18:05:22","2","CIVILB - Civil Assist","BPD190328-022684",""
"03/28/2019 18:18:28","2","SUSPI2B-Suspicious J/O","BPD190328-022688",""
"03/28/2019 16:43:28","2","CIVILB - Civil Assist","BPD190328-022668","20190328-0003285"
"03/28/2019 15:56:41","2","SUSPI1B-Suspicious I/P","BPD190328-022657",""
"03/27/2019 23:34:22","2","NOISEB-Noise Complaint","BPD190327-022481",""
"03/28/2019 14:39:00","2","SUSPI2B-Suspicious J/O","BPD190328-022634",""
"03/28/2019 14:50:07","2","PDACCB-Property Damage Acc","BPD190328-022637","20190328-0003278"
"03/28/2019 15:18:48","2","SUSPI2B-Suspicious J/O","BPD190328-022645",""
"03/28/2019 13:21:20","2","PDACCB-Property Damage Acc","BPD190328-022608","20190328-0003273"
"03/28/2019 12:51:34","2","SUSPI2B-Suspicious J/O","BPD190328-022595",""
"03/28/2019 12:54:13","2","PDACCB-Property Damage Acc","BPD190328-022597",""
"03/28/2019 10:57:39","2","CIVILB - Civil Assist","BPD190328-022557",""
"03/28/2019 11:22:51","2","LILAWB-Liquor Law","BPD190328-022566","20190328-0003264"
"03/28/2019 06:16:52","2","SUSPI2B-Suspicious J/O","BPD190328-022497",""
"03/27/2019 23:21:43","2","DISTU1B - Disturbance I/P","BPD190327-022479",""
